z,vz_mean,vz_vars,evz_means,evz_vars
-550.0,-7.938876,340.07371290560695,34.890826755437445,49.604849241633794
-530.0,-7.938876,533.8232808975185,35.82787273885866,50.782768234671785
-510.0,-7.938876,613.1962406913364,28.970799245517522,41.01670034721887
-490.0,-7.938876,549.3363856344927,22.389279610971982,31.68955404462667
-470.0,-7.938876,497.5085934138922,17.196412636116186,24.33394072282745
-450.0,-7.938876,546.7450449747655,16.80900560355655,23.78276584401041
-430.0,-7.938876,491.28232892696803,13.636213645489846,19.291951122886513
-410.0,-7.938876,500.95151610811797,13.12399086530789,18.566498449774254
-390.0,-7.938876,475.54169772914554,11.778630600436742,16.66261115590792
-370.0,-7.938876,495.91084958159274,12.038231445781975,17.02964849170027
-350.0,-7.938876,467.114369392829,11.243533846458861,15.90536630227601
-330.0,-7.938876,475.73851659032005,11.213264371754805,15.862357375536478
-310.0,-7.938876,451.9729105296119,10.3716994496939,14.67166153202255
-290.0,-7.938876,500.3181349778763,11.223991042892061,15.877116107751862
-270.0,-7.938876,475.6301682846459,10.448994912558067,14.780677514773538
-250.0,-7.938876,457.9952621882504,9.574871965650676,13.543873877928602
-230.0,-7.938876,451.5108122388889,9.10703939965005,12.881919305317147
-210.0,-7.938876,434.8716318120423,8.41284429665474,11.899785467105543
-190.0,-7.938876,400.50519863116403,7.803694735842485,11.03818645868454
-170.0,-7.938876,388.8046187613635,7.221165652478441,10.214032201321896
-150.0,-7.938876,381.5013515984084,6.9203925653184815,9.788523639636427
-130.0,-7.938876,378.3919765198999,6.5027707278963405,9.197664847008426
-110.0,-7.938876,328.70182573296324,5.445935967964124,7.702773780271642
-90.0,-7.938876,345.7168016739171,5.488951410561726,7.76352810344833
-70.0,-7.938876,333.0554215474925,5.086742645343173,7.194579602170852
-50.0,-7.938876,318.0536095060929,4.736529112418809,6.69920662110059
-30.0,-7.938876,312.08185378651615,4.631701799089519,6.550937009706765
-10.0,-7.938876,286.9841365757801,4.062633247912404,5.74600681918006
10.0,-7.938876,293.9909554625692,4.25181733094541,6.013606673829693
30.0,-7.938876,315.12421161898055,4.598516276816247,6.503976624107498
50.0,-7.938876,326.8608850865157,4.8067777218605245,6.798545422150002
70.0,-7.938876,335.3553965701592,5.017614863949812,7.0967733914761295
90.0,-7.938876,326.323733165062,4.991503750648973,7.059878259070487
110.0,-7.938876,334.9429567814865,5.299226200331897,7.495175690850577
130.0,-7.938876,316.8471651817582,5.261819256436038,7.4423624756257425
150.0,-7.938876,346.26828803179257,5.943698903693654,8.406898185640433
170.0,-7.938876,353.0375951754798,6.332576589127882,8.95705678098824
190.0,-7.938876,366.8325512355039,6.718725195120774,9.50330640610349
210.0,-7.938876,381.40853546261724,7.392415725888568,10.456418778283794
230.0,-7.938876,364.8258533193419,7.299437425545749,10.325030271155097
250.0,-7.938876,399.81896985056324,8.436426357993081,11.933565495542641
270.0,-7.938876,438.9129758998849,9.720079287244284,13.749640031448072
290.0,-7.938876,432.7000381383853,9.783686053002821,13.839759729333746
310.0,-7.938876,443.39091727908965,10.654003831779427,15.071388203315403
330.0,-7.938876,479.47697602394635,11.901686262137757,16.836713837466032
350.0,-7.938876,510.2307110477931,13.530591959474464,19.141878458047298
370.0,-7.938876,565.9949525086711,15.728151144644992,22.25155765401197
390.0,-7.938876,551.3671740578025,15.626302628521636,22.107809528942155
410.0,-7.938876,577.9829463201515,16.818609059615753,23.795181332338128
430.0,-7.938876,624.1436212213343,19.143348432084018,27.08552611414445
450.0,-7.938876,648.1878167895351,19.993991624469032,28.28923557129726
470.0,-7.938876,656.9612850100784,22.428288466701233,31.736889813497115
490.0,-7.938876,794.1741194466845,30.819933015545406,43.61882513872197
510.0,-7.938876,688.8234165570985,29.94884419813472,42.394150682745625
530.0,-7.938876,619.3932362628633,30.589651571070096,43.31315328593126
550.0,-7.938876,712.6608271766577,45.16304485806819,63.99883155385742
570.0,-7.938876,704.1745843505953,56.19925001456494,79.73207098884956
590.0,-7.938876,564.7427829227577,77.57338714822207,110.75517193399368
