n:f42it50 dfo z2:216.0 z1:1368.0 data:pos,"[0.99999416 0.99967905 1.00100211 0.99980685 0.9968388  0.9994233
 1.00300077 0.99847731 1.00509934 1.0008785  1.00428385 0.99771417
 1.00100724 1.00058483 1.00078345 0.99606772 0.99273927 1.01055353
 0.99308065 0.99403189 0.98455854 1.00619391 1.0089779  1.00950967
 0.99120715 1.02279846 1.00262678 0.99824551 0.97910802 0.97907706
 0.9973796  1.0062241 ]","[0.00241968 0.00286601 0.00328795 0.00393477 0.00410759 0.00529103
 0.00591162 0.00730517 0.00843704 0.00893767 0.00922652 0.01054068
 0.01056239 0.01235362 0.01410434 0.01437153 0.01616734 0.01850574
 0.0196694  0.0192429  0.02124732 0.0250781  0.02440928 0.02470827
 0.02752998 0.02973711 0.03008985 0.03020292 0.03684557 0.03618549
 0.03871512 0.04180533]","[10077.83019219  8761.75107771  7639.9224855   6659.14963388
  5826.74504358  5188.49767884  4652.35948419  4190.40846938
  3893.47880109  3609.00249989  3359.36448756  3066.65574773
  2794.42875083  2509.35624117  2235.65037506  1972.70968082
  1742.90281103  1575.99177348  1380.07909047  1238.60871645
  1108.41716597  1029.7369186    939.67645824   851.72632409
   752.97376747   695.80010135   608.36719422   540.2055001
   475.5223183    431.32167975   403.20608133   377.46505312]","[76.63662519 52.49132848 50.86127914 47.18644146 44.52277387 45.77444012
 44.78253569 42.87718401 44.93341096 41.69798222 40.15916255 39.57736721
 36.16810587 36.9704032  33.40086986 30.78317197 29.86191281 32.0641257
 26.68803238 26.10814058 23.40075317 26.50244525 23.25112016 21.52188453
 21.32970218 20.94179034 18.06014014 15.92216033 17.00250486 15.35876201
 15.8314676  16.71331783]"
n:f42it50 dfo z2:216.0 z1:1368.0 data:neg,"[0.99979873 0.99975184 1.00029467 0.99928903 1.00253391 1.00103428
 0.9994119  1.00076935 1.00359134 0.99725825 0.98716072 0.99600785
 1.00432236 1.00115587 0.99289919 0.98648916 1.01460743 1.01080748
 1.02002529 0.99303782 0.98851431 0.99744484 1.00965204 0.99781369
 0.9763558  1.00528747 0.9931679  1.03281562 0.99330626 1.00615619
 0.97935432 1.02153854]","[0.00277562 0.00315652 0.00344482 0.00401519 0.0041298  0.00508388
 0.00569277 0.00693947 0.00829254 0.00880527 0.00946744 0.01109807
 0.01149143 0.01318846 0.01478452 0.01478534 0.01663571 0.01896737
 0.02008615 0.01915131 0.02162794 0.02517276 0.0253803  0.02544233
 0.02818926 0.03027233 0.03069567 0.03129586 0.03715794 0.03692031
 0.03745567 0.04224679]","[9942.84507639 9003.84784405 8217.49054186 7530.48748319 6963.99244158
 6395.80118567 5782.54606879 5143.90830427 4512.33126388 3874.24239459
 3307.38396161 2905.57435168 2580.85088752 2290.57567305 2046.6180999
 1853.20056966 1747.78195303 1589.06367309 1445.02798414 1251.19072575
 1100.59393696  981.74946631  881.71166282  777.56952636  684.33118098
  639.48397743  577.35675169  550.69612496  486.34267922  452.37007751
  404.37326105  387.15848799]","[73.30140302 55.8245111  55.72770766 53.07133166 49.27598874 53.32426673
 51.52374552 48.03012496 50.14910389 43.31907347 40.98599917 39.67572954
 34.7738984  35.52885384 32.48110475 29.74901053 30.33606665 32.38581827
 27.53227265 26.27549546 23.44795173 25.68211691 22.48295159 20.45887066
 20.30205072 19.75779427 17.50079892 16.04430488 17.06940146 15.7246092
 15.71331779 16.55435716]"
