z,ez
56.46980937833529,0.18108658214646017
63.9238554223003,0.08062508421218958
76.86638908082395,0.3829523696792554
68.4511393463016,0.09521536101051559
47.38767794385625,0.03762358125644305
47.224775479463645,0.08362643539396561
6.4897932620545316,0.015936021572603574
66.5150576593845,0.09359071564480052
58.081844982872944,1.0195954635718245
55.00077467850252,0.052381492216314655
84.38187592076113,0.23147937352700312
87.83941981009215,0.1495857874638575
-19.282942981032612,0.03849981692759601
79.30091733630007,0.2015839390005838
120.27024707196804,0.34740459019204306
68.58397249667911,0.09345413124371357
82.83830083572013,0.17311950918937546
90.81463771984743,0.9745759260964226
80.7275493897225,0.5274941655792887
93.04184349113493,1.1108174490286793
99.87513000962083,0.21189644057708668
85.93989248420827,0.15915467438799313
87.06594727479256,0.1731491835948693
76.56905853151883,0.14094052782779967
123.0679280237196,0.3578475781632597
68.957814859713,0.07967165111486502
41.24346719742639,0.04771203740743554
75.25456294963396,0.135185047265228
48.21697351066347,0.039073991370639424
-1.4716328439943123,0.002800998723870881
-35.482229561719386,0.10187064926980915
89.52902295396002,0.17478377261016748
105.54679506368218,0.26995765746570033
91.43285710803457,0.1676965101452922
107.36900913468693,0.3758511126156046
108.27135269926623,0.2545684467873977
101.08210632346822,1.1076493211668565
122.11558886311565,0.5755853434381629
82.09978100991974,0.10815525794239805
84.05035125852167,0.20659816577551016
109.20822401574702,0.2587223373593602
97.55586881568895,0.15130947881362686
81.79825993685627,0.1622180645117898
72.10959842989807,0.1138445885872351
-25.02834338998877,0.054954106721866326
86.1835203977743,0.1534900210716693
-16.777736590082835,0.028495886981086342
113.42433829198345,0.2754950132747027
86.48066272835533,0.1822409874548777
85.84469019036887,0.18562445990706966
101.65430210382038,0.23214226839701613
115.77189747871759,0.2762377008658079
54.250463439786536,0.04811562364141932
55.51239506221456,0.05483462236527041
115.02319271980534,0.33978926240016283
82.95686593182951,0.21774051389182336
58.57537662175183,0.08925324127052034
-28.069255911587383,0.06746687812857144
94.14483472127007,0.1696660201271583
104.81377417258925,0.23733275971540632
90.37194090408094,0.2651676840497001
60.4852245732366,0.1389881481237426
88.40979789979203,0.19430846320326506
80.4141549965225,0.1091455841615256
98.3383261993724,0.17960103112278095
45.90469094687192,0.03289758923943916
61.48613797475293,1.4297961959713499
60.16629646424049,0.45543359212275647
95.95288265307306,0.23339449230378928
65.90377105641971,0.6071175013510743
67.93376801679729,0.1339955689659836
98.9782775119514,0.6677679259530973
75.87763823960614,0.12206363045875715
106.70798030089232,0.5575740410643881
118.00216579134681,0.3290851084050163
74.26319768582735,0.6196298219424635
50.674036061887044,0.10515678917715938
98.51834889432537,0.2282878156410498
106.52078730819814,1.8273339495027883
63.56952921695363,0.13479174419721546
103.73063644557106,0.7477875572173536
-26.029321356530865,0.05788185672586328
85.46547203822497,0.1511115036077597
46.513437528930666,0.07329442917151686
56.03525977333911,0.098038554065457
69.00230143201057,0.08739428653671026
32.03645336224668,0.061087374576171694
75.98868667361296,0.1127895543567489
61.49740157184592,0.1432383698828056
73.75935849795843,0.1251527173479409
107.70381151352107,0.5152739288698204
114.0792497330157,0.33549542940305216
51.039057131289624,0.03895209071176316
61.8594381678788,0.07611037593078332
-20.468545186265843,0.04213080724926343
81.39778113493162,0.32455801956776253
103.23972565625444,0.7899944780070803
81.30414770274686,0.1301693012648256
105.05276442278466,0.22226471870058123
85.30300630863762,0.14790519861296655
-26.16844502170001,0.06361935984915068
67.78499775401534,0.08095657197745576
97.14704034193393,1.2637044996398452
100.59119430542029,0.264388983528507
34.54842180876875,0.08612615496507173
96.66332135003687,0.21610471829514205
39.607047997503685,0.07478883458461533
38.65349541837845,0.12317137243064105
34.72330526775232,0.08606764051290679
-11.521068876785357,0.028868373984720298
62.08002916005016,0.25096492652392655
51.01267592185496,3.392995021464356
-5.619569641422093,0.009516510613814455
50.447646647806096,0.1443759836752616
56.41946027497078,0.20425582251193172
-15.103312941920656,0.16718276792672437
45.6790900975313,0.10442087785615548
4.46762494091452,0.007062311731840601
-7.546366037818867,0.13879713563231344
19.47150423716506,0.049760181671057634
3.03361767869559,0.006483761935315844
4.475264637488708,0.007738241042202227
2.1280402513405914,0.004570761340086592
6.568294151843952,0.054494365356947544
6.804219405494467,0.009249039410170313
8.205463973957404,0.008901755123980767
21.227955946464494,0.03295343132968886
32.384024803159605,0.08529253680517918
16.6111591291006,0.01810853116636693
-3.981547600060285,0.007736763289554303
-0.7792348367390716,0.0020630883130932994
-3.8845057454951757,0.006507742427774566
9.476957030750869,0.027490845914334382
-19.2742578095205,0.04905321957394574
-24.27310447715122,0.13906161251258617
37.55166156109314,0.15640386325443792
30.888143491412194,0.054164350227619854
-17.990915502459792,0.04416674649518066
54.7877008290237,0.16781029858654306
52.6460639274723,2.3097283722930664
35.390718708173964,0.09936913655238595
48.154767439188554,0.1519573794481361
31.18292384671064,0.04049721427814094
42.609013710606,0.07604561300883424
8.656753847652155,0.013345229030564494
9.165451889895188,0.012477805283526634
4.407255744388719,0.008402324210016972
7.483973987278304,0.009499819338473749
5.228605248268163,0.009462486650610263
6.255698049712176,0.04353118323778275
-5.352665086359231,0.011570691524906803
3.792978418556885,0.012006136772124454
3.8293727683802334,0.009392083955927472
0.9001939421119562,0.00211389180827593
11.476098310487952,0.2541047153118231
8.633310718859137,0.021258164984818327
34.73370615103943,0.17974671609879417
1.4517291999278505,0.0026804238371474216
-6.653189389182067,0.015520232630735679
48.188045624386874,0.30010938089860495
25.666022339798037,0.02088922361917124
42.61390626562495,0.09167510217383411
45.52360461568457,0.10850617971547248
8.773296854472404,0.014043596002590053
11.116470724530492,0.02660674973758204
55.355170571668864,1.5334492645129691
11.60215650238316,0.02439740753972591
53.70392329419872,0.1612475172031926
43.96263289629698,0.07519248409333683
39.87694597136448,0.07547696533476228
49.35554855829456,0.574613704528773
-8.174955524263254,0.00984984362639355
57.38182932288487,0.92917738279842
-18.293153005441994,0.03369227597546821
13.279990469439461,0.017907860737325417
-9.264337059669387,0.019324005234810846
4.561999275425256,0.11316813690658424
42.94833185703186,0.10139118205470535
35.20908602340475,0.048071056707542185
-26.85042254113784,0.12018924969862513
-35.19716059776218,0.13223039678001058
-27.254863481305,0.08037800057123498
-35.1022589526802,0.12022119635222894
34.83335321787074,0.04808041678420198
50.469279467529724,0.1436618552862682
-3.566974708917801,0.1849680875542557
40.631804714141595,0.07090495464363884
-109.85076175287685,0.32917322660905407
-12.514568309814397,0.27564598123681006
-34.21807341416252,0.08859589578809976
-29.977515376720326,0.07603816082131484
-34.803515870416376,0.12746752860291144
-30.18290082535936,0.07838653322340398
19.51339697634322,0.038400173223537754
21.252235118037333,0.03224567965300641
19.904033373341903,0.12936300611579943
-24.908262284592098,0.07411390685992512
17.273369282715773,0.02252054841718248
26.792417368319498,0.06895457635366553
25.131593531549665,0.044933114103456406
2.6845310561933786,0.01008816759481033
14.28116588584714,0.05192190891341173
16.557202127145075,0.4332385421625004
25.81494922906819,0.06399561477833374
20.660978853680376,0.048256521500311574
