z,vz_mean,vz_vars,evz_means,evz_vars
-630.0,-7.949737,1114.040452376402,167.9479173550145,240.260142881121
-610.0,-7.949737,429.9119665454794,44.3420336315907,63.04534960705111
-590.0,-7.949737,646.7927744833537,51.61968302835891,73.23486043981661
-570.0,-7.949737,592.2383829022497,39.13621393252502,55.46820665003335
-550.0,-7.949737,599.57879274307,29.29134080371408,41.4737323167741
-530.0,-7.949737,544.5187709897816,22.609911313107578,32.0028437834092
-510.0,-7.949737,671.5329106808422,22.58609596440791,31.95964507134011
-490.0,-7.949737,595.2831777273411,18.27535904035472,25.8574488988552
-470.0,-7.949737,572.0590208711338,15.416076909405898,21.809545707179392
-450.0,-7.949737,564.1918874210925,13.902088136055974,19.666492892416127
-430.0,-7.949737,511.5233371197571,11.516006719095326,16.290221697057493
-410.0,-7.949737,570.9937854156487,11.526411027502688,16.304129088764096
-390.0,-7.949737,557.5786250689223,10.370079140558298,14.668043628882101
-370.0,-7.949737,598.8784162968011,10.452091907994891,14.783741862771437
-350.0,-7.949737,549.9254678592604,8.982640975838201,12.705067720011183
-330.0,-7.949737,537.5007073087656,8.374967764645719,11.845430985791802
-310.0,-7.949737,544.631723188407,8.159791841483168,11.540983645421855
-290.0,-7.949737,540.8231264632103,7.9072440974759,11.183727261024421
-270.0,-7.949737,524.6129813706814,7.444502416879483,10.5291764629514
-250.0,-7.949737,518.3508240390283,7.179952808313741,10.154960875862841
-230.0,-7.949737,505.349542753696,6.795009180789733,9.610462960876339
-210.0,-7.949737,516.0419599796282,6.69000639935904,9.461892932800616
-190.0,-7.949737,484.516782909697,6.213796631091141,8.788358226064972
-170.0,-7.949737,456.99542586057044,5.607411365223021,7.9306742344788645
-150.0,-7.949737,458.70727730007246,5.47907947744046,7.749141325387924
-130.0,-7.949737,426.7917465054847,4.925868392196192,6.966693915344573
-110.0,-7.949737,413.0756352076412,4.629915293870571,6.5481003269839135
-90.0,-7.949737,400.1879022966653,4.315588044287464,6.103518049132705
-70.0,-7.949737,369.29868147229803,3.875990178121202,5.481779812464653
-50.0,-7.949737,365.75733435909075,3.738646346720646,5.287520601795639
-30.0,-7.949737,347.4279630788398,3.5288700331457044,4.990833312601293
-10.0,-7.949737,332.99642849037093,3.292639742683968,4.656723431523159
10.0,-7.949737,336.4393053068545,3.35284562075489,4.741875224286422
30.0,-7.949737,347.6545566843646,3.479678688202669,4.921255306207887
50.0,-7.949737,355.61249173034,3.5968193433521427,5.086930904498873
70.0,-7.949737,369.8857628330226,3.7770985099636274,5.341902460676144
90.0,-7.949737,375.33924181159756,3.940908839168416,5.573593957376065
110.0,-7.949737,375.2933394991989,4.0617970154867535,5.744584888962801
130.0,-7.949737,394.2262602027418,4.4421446498370765,6.282540063269625
150.0,-7.949737,402.7662280882499,4.68586318815887,6.62725980244363
170.0,-7.949737,438.95659624736766,5.25329340288352,7.4298108654892125
190.0,-7.949737,437.97120683085154,5.397599400202436,7.633938032092512
210.0,-7.949737,444.1775630728165,5.700677866701078,8.062640010146456
230.0,-7.949737,474.8322414213053,6.2975984518619255,8.906932546831172
250.0,-7.949737,480.30581598834027,6.663847802911665,9.425011107427668
270.0,-7.949737,526.1808511418865,7.578207164954784,10.718315036581195
290.0,-7.949737,524.914241276365,7.75039765212223,10.96191242762746
310.0,-7.949737,571.5679156171045,8.864981423385462,12.538485166897205
330.0,-7.949737,561.2217370913274,9.101823874311199,12.873615882491114
350.0,-7.949737,583.8953903813733,9.930825641393657,14.04634003396948
370.0,-7.949737,617.9746250689861,11.295807542408523,15.977353567623004
390.0,-7.949737,644.9052900806201,12.596863662121573,17.818054853399538
410.0,-7.949737,592.4553295073658,12.37508822860084,17.50483670671975
430.0,-7.949737,634.4608542799076,14.76289000450473,20.883533395444505
450.0,-7.949737,721.9949562065042,17.833832645107062,25.22854549269946
470.0,-7.949737,732.85842175349,20.04261477780906,28.355143645557572
490.0,-7.949737,854.5580855437001,25.84827150094496,36.57170991684647
510.0,-7.949737,797.4001720247375,26.728914494431915,37.82164747402241
530.0,-7.949737,660.9513296148116,23.943740383845885,33.88380315064425
550.0,-7.949737,753.4857371567041,32.157987619827516,45.51973808255396
570.0,-7.949737,736.0059379601512,34.31645380206315,48.58363140583242
590.0,-7.949737,714.2362156695622,40.3710178116689,57.18466329794952
610.0,-7.949737,727.9870930284595,54.110854479154526,76.73657737249391
630.0,-7.949737,643.4463792521528,59.23404047181103,84.12681137839363
650.0,-7.949737,627.953540882466,73.4964028107561,104.65892348041099
670.0,-7.949737,742.182055400167,117.34928667848992,168.07113929676822
