0.010804313823995807,0.003959490270514355,"(0.009531456744456506, 0.010879341271182981, 0.012719464961238037, 0.007707121100029551, 0.015128293240464401, 0.006944750355966983, 0.00972800536009784, 0.010836219477096197, 0.011452084817665055, 0.008667604778579259, 0.008644504241621666, 0.012583844008124746, 0.009666603401822918, 0.010801505052129052, 0.0068829764566850195, 0.015023588490942838, 0.0102598935643888, 0.010678219230642714, 0.02347595125665625, 0.004474848670125342)"
0.0065242715384870795,0.0023743045906634646,"(0.0063077258889807745, 0.0058513674916976935, 0.011713998895059587, 0.0029276602170816434, 0.0043398683228651515, 0.008779447167720831, 0.006036996816615683, 0.006330790673998731, 0.011246716128688, 0.0030772333932329835, 0.008755493336704214, 0.004592970720493654, 0.008865507253957409, 0.004166983777781864, 0.006686686267515902, 0.005559062203185092, 0.006537032420209492, 0.00618306934876509, 0.007120013171165113, 0.0054068072740226965)"
0.0053104063206474905,0.0018061967642027477,"(0.005474016571575327, 0.004508418778227037, 0.0023219116006553174, 0.009904601938044669, 0.004939837110565682, 0.005236192980005465, 0.003013087862701986, 0.008598764490493193, 0.0029723563889337643, 0.007739078336860648, 0.00474797476065252, 0.005793605027223708, 0.004930608224297401, 0.004962568625650046, 0.005559896301749143, 0.0045231531886243065, 0.004970242852944466, 0.005536173587441174, 0.004236845527832326, 0.006238792258471632)"
0.0008194663170668332,0.0004696623266561399,"(0.00030736802662244885, 0.0015193707731514696, 0.00030916568894906205, 0.0015207792746781453, 0.0015928800729090651, 0.00030193975610907795, 0.00041979024442799707, 0.001145184072657551, 0.0004971865343788279, 0.0009215443941540094, 0.00043123848327820724, 0.0011362157356845854, 0.0011003374846419672, 0.00041384464512872807, 0.0005876225596886979, 0.000814154078430459, 0.00034560650738387063, 0.001407619996101081, 0.001209767472782365, 0.0004077105401790473)"
0.0005901633926363565,0.00013308417774687243,"(0.0006647163887240047, 0.0004989003786104362, 0.0006662820576644269, 0.0004975187869324551, 0.0007935620204092178, 0.00041915873024865586, 0.0006596214846770255, 0.0005042417420575218, 0.0005446289120639082, 0.0006074828301829166, 0.0006055358541266269, 0.0005505524273207334, 0.000463432301165548, 0.0007141425372607943, 0.0009306130760014273, 0.0003571302062356226, 0.0005815088908969895, 0.0005729436096647974, 0.00048767100346357173, 0.0006836246150204475)"
0.0029124567162686263,0.0005508079791645248,"(0.002524322690128991, 0.0032444253657936, 0.002577313024697385, 0.0031588212827223985, 0.0026036580470457853, 0.00315418846195625, 0.00416638940763005, 0.00197157863801874, 0.0030362403538977943, 0.002683150205296869, 0.0022600989511852984, 0.0036499355089112417, 0.002660280784924946, 0.0030785793711192097, 0.0035149179722604573, 0.0023316685848752197, 0.0024840035186264276, 0.0033221595382245447, 0.0023946172242317, 0.0034327853938256186)"
0.0014354212695206752,0.0002370371127241111,"(0.001237898759240652, 0.0016194542758675033, 0.0017961140376463658, 0.0011123618435397757, 0.001626595235602875, 0.0012361095646146766, 0.00135683272110992, 0.001481926813856704, 0.001604983400171433, 0.0012443391158524675, 0.001335055161205618, 0.001511164555340375, 0.001970540738385053, 0.001016483025494604, 0.0015104270252141313, 0.0013291383086983385, 0.0014103804534591883, 0.0014302164244495163, 0.001199365682319052, 0.001679038248345252)"
0.0019057740478871266,0.00039883938111381684,"(0.0014470116187048532, 0.002399906053394408, 0.0019101904778241422, 0.0018112688829014939, 0.0019164429068237272, 0.0018234712915442934, 0.0018012987162223948, 0.0019398839361647144, 0.0022909881617130673, 0.0015065349604895559, 0.0022014086701019004, 0.0015965657464672533, 0.0013462961576165523, 0.0025716599271673156, 0.0016844067189700411, 0.0020695979823151414, 0.0027915207380226864, 0.0012578967957765442, 0.0019471782120322788, 0.001801953003490163)"
0.0020602342718262006,0.00043150349674256155,"(0.0023446961946973523, 0.0017306210416034677, 0.0021401146565976355, 0.0018915906197752336, 0.0021152190375380597, 0.0019367109580722996, 0.0017766680061943472, 0.002305339455922137, 0.0023700054949312714, 0.001698838236475334, 0.0034021950984999346, 0.0012131282696696759, 0.0018099265145949163, 0.0022287305324265364, 0.002429151018210938, 0.0016815275622341064, 0.001940446813251728, 0.0021230723158408363, 0.0019352744985633137, 0.0021314291114248886)"
0.005935698947440533,0.0014710672443939057,"(0.008717783549607927, 0.00374991110112254, 0.005422669257239348, 0.00599091249730288, 0.005262345118028556, 0.006387369761613758, 0.00593457865018227, 0.005660807021578405, 0.004516755412811969, 0.00707645110674288, 0.00574220544126817, 0.005981525627531933, 0.005684974510525526, 0.00565022592910998, 0.004138578316655611, 0.008054377868415303, 0.00834734968674007, 0.004092345780165405, 0.004270485906619923, 0.008032326405548218)"
