WDJ_Name,DR3_source_id,parallax,parallax_error,ra,ra_error,dec,dec_error,absG,bp_rp,SpT,comp,gaia_teff,gaia_teff_err,gaia_logg,gaia_logg_err,gaia_mass,gaia_mass_err,corrected_teff,corrected_mass,corrected_age,bibcode,comment
WDJ080527.58+073535.64,3145802036649641472,29.082711246555924,0.10797273,121.36454919817187,0.08457343,7.5915477,0.057745058,14.67592846,0.97190857,DA,H,5339,67,8.095,.047,.641,.030,5397,0.684,5.40,2015ApJS..219...19L,
WDJ080557.67+383344.66,908962109449446656,48.47364548163313,0.06448311,121.48675711924342,0.054782484,38.559958354,0.04463942,15.03918241,1.1384573,DA,H,4906,32,8.061,.025,.617,.016,5020,0.708,8.11,2015ApJS..219...19L,
WDJ080653.75-661816.70,5274517467840296832,51.997041070084805,0.014122055,121.72768417594438,0.013812138,-66.305923649,0.01381604,12.24482815,0.06538963,DQ,He,10393,114,8.041,.023,.605,.014,10393,0.605,0.63,1973MNRAS.163..381W,
WDJ080833.93-530059.48,5320436784269889792,33.293423369031004,0.08465575,122.14154627635229,0.07115818,-53.017034132,0.09017217,15.42162627,1.4581013,DZA,H,4140,95,7.780,.062,.461,.025,4363,0.632,9.41,2023MNRAS.518.3055O,
WDJ080911.21+352757.08,905923368548465152,28.41781844051787,0.028510148,122.29641391165619,0.023120362,35.465475561,0.019646542,12.34998568,0.27352715,DA,H,8771,76,7.804,.024,.488,.012,8771,0.488,0.70,2015ApJS..219...19L,Double degenerate candidate
WDJ080946.17+292032.24,876571935709366272,31.012846153172298,0.041958723,122.44320106973916,0.03732696,29.341960613,0.027453253,13.52907912,0.517746,DA,H,7021,60,8.080,.023,.641,.015,7021,0.641,1.76,2015ApJS..219...19L,
WDJ081200.29-610809.79,5290126272348542080,25.01895300752201,0.05062263,123.00075781004733,0.048086055,-61.135492896,0.051659618,14.08389066,0.68720245,DA,H,6261,58,8.167,.027,.693,.018,6261,0.693,3.03,2023MNRAS.518.3055O,
WDJ081227.07-352943.32,5544743925212648320,89.50642598239092,0.015485769,123.11241756747457,0.011394606,-35.495497597,0.012949865,14.10557908,0.6834936,DAH,H,6239,30,8.178,.013,.700,.009,6239,0.700,3.16,2023MNRAS.518.3055O,
WDJ081237.81+173701.43,657056745624156416,36.97697837962918,0.025288729,123.15787857771257,0.020888582,17.616675388,0.01629087,11.2687151,-0.17600346,DA,H,16028,271,8.045,.021,.641,.012,16028,0.641,0.18,2015ApJS..219...19L,
WDJ081325.13+195729.18,675615677264385536,28.20132685172155,0.17599252,123.35410640150911,0.15271026,19.957924446,0.10144535,15.56375971,1.4783363,DC,H,4084,131,7.828,.095,.476,.047,4303,0.651,9.84,2020MNRAS.497..130T,
WDJ081411.17+484529.81,931573222477949696,58.464372325374796,0.028168336,123.54697243834943,0.021087155,48.757153085,0.014885788,13.77863746,0.55190563,DC,He,6709,42,8.119,.018,.647,.011,6709,0.647,2.18,2018MNRAS.480.3942H,
WDJ081630.14-464113.24,5516345223493485952,43.48066310471772,0.05911103,124.12809430811842,0.04557732,-46.686079026,0.058712162,15.32953479,1.416853,DC,H,4236,35,7.783,.027,.463,.013,4455,0.626,9.06,2023MNRAS.518.3055O,
WDJ081642.04+213735.82,676031052142751488,25.41149460571867,0.072500035,124.17466976410314,0.060954683,21.624870659,0.041769855,13.87116905,0.723259,DA,H,6129,53,7.954,.029,.561,.017,6129,0.561,2.06,2015ApJS..219...19L,
WDJ081716.19-680838.31,5271072526109138176,25.71869041353197,0.10471084,124.31319555776628,0.096314594,-68.142042087,0.10758669,15.20858725,1.356535,DQpec,He,4443,97,7.825,.073,.475,.034,4642,0.618,7.12,2023MNRAS.518.3055O,
WDJ081840.26-311020.33,5548080118369905408,51.65081040631305,0.02400505,124.66898810296499,0.015191334,-31.175806602,0.019060617,13.9522107,0.54034805,DZH,He,6754,49,8.329,.017,.802,.011,6754,0.802,3.48,2019A&A...630A..65B,
WDJ081843.92-151208.31,5723025990435533056,30.412475621671383,0.13600321,124.68326365162834,0.0868281,-15.202597185,0.07671266,15.13950787,1.3987389,DZ,H,3982,205,7.410,.162,.306,.059,4303,0.487,7.09,2023MNRAS.518.3055O,Double degenerate candidate
WDJ082126.70-670320.02,5272690766709543680,93.67197325627788,0.019502597,125.3567266023035,0.019804014,-67.05262825,0.018245209,14.93548435,1.1778765,DA,H,4793,21,7.902,.017,.520,.010,4941,0.624,7.18,2018MNRAS.480.3942H,
WDJ082532.35-072823.21,5753337533146097280,28.18836316738727,0.024402834,126.38450037108348,0.021323808,-7.47297159,0.014671364,11.20579829,-0.15839577,DA,H,15370,253,7.952,.021,.586,.012,15370,0.586,0.17,2020MNRAS.497..130T,
WDJ082533.15-510730.83,5322552760038496512,37.42486806363798,0.046435796,126.38612469395225,0.04077431,-51.1244107,0.0459273,14.82535639,1.092823,DC,He,4953,30,7.943,.025,.534,.015,5072,0.616,6.17,2023MNRAS.518.3055O,
WDJ083039.46+324147.23,710766750855439360,44.665353802349244,0.0398835,127.6636415245351,0.032937527,32.694110282,0.02568484,13.88694989,0.47031498,DA,H,7286,54,8.403,.017,.851,.011,7286,0.851,3.23,2015ApJS..219...19L,
WDJ083123.38+333148.95,710947968027922176,25.0700347548146,0.08495477,127.84768638931226,0.07090396,33.52962192,0.054342624,14.32065068,0.8418217,DA,H,5764,62,8.093,.037,.644,.023,5773,0.650,3.41,2015MNRAS.446.4078K,
WDJ083150.62-164329.97,5709868512742196608,27.739653916571708,0.18142463,127.96353620433617,0.11689768,-16.727218137,0.0898136,15.55209719,1.4954071,DC,H,3941,148,7.732,.096,.439,.039,4177,0.622,9.75,2020MNRAS.497..130T,
WDJ083601.68-100607.45,5748802661860766208,29.021699927791328,0.08673065,129.00695161392923,0.06346551,-10.103039942,0.04887448,14.66333224,1.0461254,DZA,H,5137,49,7.947,.039,.549,.023,5233,0.614,5.09,2016MNRAS.458..325K,
WDJ083759.16-501745.76,5322090003089341440,31.521877370886113,0.019103125,129.4946506540305,0.016576186,-50.295277668,0.01832693,12.08852238,-0.029542923,DA,H,12485,155,8.314,.014,.802,.009,12485,0.802,0.56,2023MNRAS.518.3055O,
WDJ084132.43-325632.92,5639391810273308416,117.3961254185898,0.020453347,130.37950135632184,0.011610207,-32.936494966,0.01605129,12.17066382,0.23041058,DA,H,9086,70,7.770,.020,.472,.010,9086,0.472,0.61,2018MNRAS.480.3942H,Double degenerate candidate
WDJ084248.46-134713.21,5734737438536674432,67.52160151805477,0.032935813,130.70071948402688,0.02487901,-13.787113109,0.01956632,14.74016667,0.8968487,DZ,He,5388,27,8.262,.016,.752,.010,5433,0.790,6.56,2018MNRAS.480.3942H,
WDJ084257.61+240930.84,690287663506579328,26.324403908327472,0.08556259,130.73952478627928,0.06499186,24.158340798,0.02812447,14.13358473,0.8089676,DA,H,5812,45,7.982,.029,.576,.017,5816,0.578,2.49,2015ApJS..219...19L,
WDJ084515.55+611705.79,1042071701528617856,28.572940116783734,0.07236077,131.31481879686416,0.0557686,61.284631247,0.049787417,14.45337965,0.8983097,DA,H,5543,50,8.061,.033,.622,.020,5578,0.646,3.91,2020MNRAS.497..130T,
WDJ084516.87+611704.81,1042071701528617728,28.586495838101396,0.06368104,131.3203418355114,0.049071282,61.284387466,0.04449808,14.26586261,0.7940502,DAH,H,5875,55,8.110,.030,.655,.019,5872,0.653,3.22,2020MNRAS.497..130T,
WDJ084635.27-362206.68,5625513014289760128,30.89269911428532,0.070292234,131.646210629838,0.045482967,-36.368564594,0.05739712,14.85192827,1.1480904,DA,H,4891,35,7.910,.030,.526,.017,5025,0.619,6.60,2023MNRAS.518.3055O,
WDJ084644.41+353833.56,717393648787722624,40.71812474390227,0.03008195,131.68420143770686,0.021958575,35.642359303,0.014932787,12.79269284,0.17022991,DZA,He,9146,87,8.359,.019,.827,.012,9146,0.827,1.52,2012ApJS..199...29G,
WDJ084909.48+342947.73,716504796716020352,32.427634250180944,0.03761492,132.2888165397682,0.02745959,34.496627038,0.019638732,13.12541833,0.44569778,DAZ,H,7445,59,7.944,.022,.560,.013,7445,0.560,1.24,2003ApJ...596..477Z,
WDJ084957.48-015612.38,3073747187092773632,35.83286645656698,0.08029382,132.48992555999462,0.075187854,-1.937605122,0.037915256,14.89363976,1.1500664,DC,H,4884,34,7.935,.030,.540,.017,5015,0.633,6.93,2020MNRAS.497..130T,
WDJ085021.30-584806.21,5302618648583292800,42.95701736036224,0.081023365,132.58517275276228,0.06822805,-58.799684583,0.08814463,15.6774156,0.7390747,DZA,H,5784,51,8.902,.020,1.149,.010,5788,1.153,6.56,2023MNRAS.518.3055O,
WDJ085140.49+162454.38,611645983387812992,32.4004915329676,0.058401085,132.91681776566992,0.050215818,16.414429485,0.026692359,14.15514099,0.7427101,DC,He,5907,42,8.031,.025,.590,.015,5900,0.586,3.00,2015ApJS..219...19L,
WDJ085357.69-244656.23,5652718097353105664,38.84366554322278,0.12579931,133.493382531735,0.08505669,-24.781594568,0.08592056,15.87521103,1.0762329,DC,He,,,,,,,,,,2022ApJ...934...36B,IR-faint white dwarf with collision-induced absorption in the infrared. Multiple solutions for Gaia stellar parameters
WDJ085430.49-250848.99,5652689406971618048,31.883189754776836,0.05185416,133.62751589209054,0.03475599,-25.147182571,0.031359687,13.97851782,0.5939636,DA,H,6648,61,8.249,.024,.748,.016,6648,0.748,3.07,2023MNRAS.518.3055O,
WDJ085534.72-083345.34,5755957119598921728,30.195444072415246,0.12119288,133.8942637469888,0.08848035,-8.5646727,0.06986394,15.0444071,1.2840729,DC,H,4579,61,7.803,.045,.464,.018,4769,0.592,7.35,2020MNRAS.497..130T,
WDJ085804.42+681338.66,1117334024067935872,26.206331046039235,0.105597965,134.51892110131905,0.0641839,68.227162381,0.08154977,15.20956011,1.2203293,DC,H,4740,72,8.061,.058,.617,.037,4871,0.727,8.97,2020MNRAS.497..130T,
WDJ085830.87+412635.75,912718071240545152,26.198430969639848,0.071221925,134.6280725115724,0.052480347,41.441589604,0.044219736,13.94405041,0.5030041,DAH,H,7097,74,8.380,.026,.836,.017,7097,0.836,3.33,2009A&A...506.1341K,
WDJ085912.92-005842.86,5764485618978306176,54.77962132794597,0.047101453,134.80451030320216,0.041583944,-.979103997,0.022364773,14.79641013,1.0989103,DC,H,4997,25,7.947,.020,.548,.012,5112,0.628,6.21,2018MNRAS.480.3942H,
WDJ085914.71+325712.16,712888090655562624,43.36369273523005,0.03258181,134.80958284410502,0.024936683,32.953361564,0.016188858,13.25522829,0.12824917,DQ (warm),He,10015,102,8.622,.017,.982,.010,10015,.982,1.90,2023MNRAS.521..760V,
WDJ090148.66+360707.76,715357559411376128,29.425714668206428,0.02902163,135.45219046168717,0.022699,36.118032375,0.016652329,11.8998901,0.009489059,DA,H,11721,134,8.107,.018,.669,.011,11721,0.669,0.48,2015ApJS..219...19L,
WDJ090208.37+201051.57,684598618544000384,26.124206897947357,0.12184895,135.53532090832815,0.09995659,20.17952759,0.07373602,14.86239157,1.4693851,DQ,He,,,,,,,,,,2019MNRAS.490.4166B,No Gaia fit attempted due to strong C2 molecular bands
WDJ090212.89-394553.32,5620763437599189376,27.46146710804619,0.031886324,135.5541657074046,0.023346454,-39.764881394,0.025659105,13.19181468,0.2809887,DAH,H,8768,100,8.368,.024,.831,.016,8768,0.831,1.64,2023MNRAS.518.3055O,
WDJ090217.30-040655.48,5762406957886626816,26.370669901471793,0.039064355,135.5720608891601,0.029898582,-4.115383596,0.016219826,10.27534281,-0.3406992,DA,H,23799,478,7.875,.027,.566,.014,23799,0.566,0.02,2011ApJ...743..138G,
WDJ090242.68+312043.51,711744456827031680,29.517117100898272,0.03953959,135.67739496479945,0.027132267,31.345376777,0.016681675,12.56219369,0.16532421,DA,H,9849,90,8.222,.021,.737,.013,9849,0.737,0.90,2015ApJS..219...19L,
WDJ090532.93+731454.95,1123700235048742016,38.95967566493263,0.05557456,136.38201415229835,0.03480576,73.246495391,0.04513192,14.70411966,1.0441036,DC,He,5065,26,7.930,.022,.527,.013,5129,0.601,5.85,2015ApJS..219...19L,
WDJ090633.51-262656.02,5648566371510973824,41.34203001692174,0.062216498,136.63982166578865,0.047645666,-26.44926337,0.044294845,14.79357899,1.0997105,DA,H,4990,35,7.945,.028,.547,.017,5106,0.628,6.25,2023MNRAS.518.3055O,
WDJ090734.25-360907.93,5624029566946316928,25.31903682133973,0.07689288,136.89253206334982,0.046822257,-36.152780541,0.061694168,14.5857059,1.020937,DA,H,5217,58,7.947,.044,.550,.026,5302,0.606,4.47,2023MNRAS.518.3055O,
WDJ090834.39+172148.53,611074413433751680,30.67609488820499,0.058526397,137.14241379005358,0.051146127,17.362091104,0.038391765,14.02516036,1.1153269,DC,H,4945,60,7.322,.049,.282,.015,5170,0.368,2.11,This work,Double degenerate candidate
WDJ090912.98-224625.86,5651964996310470144,25.409736167014067,0.16227819,137.3032267935685,0.1184066,-22.774154481,0.11247715,15.30503178,1.3350143,DC,H,4461,101,7.918,.088,.528,.052,4641,0.669,9.07,2020MNRAS.497..130T,
WDJ091216.42+253822.40,688606063549945600,26.46853129618612,0.07467585,138.06870612712666,0.061252777,25.639089067,0.041140907,13.74443922,0.62270737,DA,H,6495,74,8.025,.036,.605,.022,6495,0.605,1.98,2015ApJS..219...19L,
WDJ091228.06-264201.50,5649808720867457664,27.481674408815717,0.048832785,138.11673521214567,0.02701931,-26.701037442,0.037870172,13.60701395,-0.054647446,DA,H,13436,278,9.188,.020,1.268,.006,13436,1.268,1.72,2023MNRAS.518.3055O,
WDJ091245.05+195155.93,636732410620758016,29.453042570307137,0.12312245,138.18725687198966,0.10577956,19.86454892,0.091558255,14.84043083,1.0648937,DA,H,5122,65,8.069,.050,.623,.031,5209,0.689,6.70,2015ApJS..219...19L,
WDJ091353.95+620601.69,1040160612880069888,31.865705970899842,0.05726009,138.47475317354397,0.03193337,62.099581076,0.036373746,14.36667372,0.85043716,DA,H,5684,34,8.079,.021,.635,.013,5702,0.647,3.54,2020MNRAS.497..130T,
WDJ091556.08+532523.86,1022780838739029120,97.34496900005604,0.021751553,138.97555324978268,0.0156158935,53.418310584,0.013578713,13.72375256,0.4155779,DCP,He,7155,59,8.217,.020,.712,.013,7155,0.712,2.26,2018MNRAS.480.3942H,
WDJ091600.94-421520.68,5427528254746168192,44.352647611663194,0.043621037,139.0040832179856,0.032857414,-42.256648801,0.037640177,14.80108375,1.0422192,DZH:,He,5046,31,8.050,.023,.612,.014,5144,0.687,6.64,2023MNRAS.518.3055O,
WDJ091602.69+101110.69,591040864898749312,25.902978910531786,0.042829633,139.01196780707983,0.03658769,10.185939676,0.027868073,12.81046756,0.20568085,DQZ,He,8819,98,8.066,.028,.618,.017,8819,0.618,1.00,2013ApJS..204....5K,
WDJ091620.71-631117.21,5297051821220130560,42.8215722856158,0.018891064,139.08520030780426,0.016583713,-63.188707476,0.017121246,12.94817105,0.14153099,DA,H,10111,97,8.509,.017,.925,.011,10111,0.925,1.45,2023MNRAS.518.3055O,
WDJ091640.76+435941.59,818602457173176192,29.825611869725027,0.039526314,139.16984717746362,0.030383265,43.993691509,0.017970873,12.68467081,0.29479122,DA,H,8587,71,7.992,.022,.592,.013,8587,0.592,0.92,2015ApJS..219...19L,
WDJ091708.67-454613.68,5423545067716723712,35.30793806874175,0.03490413,139.28572099822318,0.026157552,-45.770470107,0.031649396,13.82772778,0.6612301,DAZ,H,6329,40,8.022,.019,.603,.012,6329,0.603,2.11,2023MNRAS.518.3055O,
WDJ091808.59-443724.25,5423896396040719744,35.26898039189224,0.05188843,139.5334458631326,0.041059803,-44.621996185,0.042353045,14.56847352,0.9710846,DAH,H,5332,36,8.020,.025,.595,.015,5396,0.639,4.58,2023MNRAS.518.3055O,
WDJ092256.07+010310.15,3843957354387777152,30.904998327107847,0.057259165,140.73346095181466,0.054506358,1.051581132,0.038370196,13.94891162,0.73656845,DAZ,H,6061,41,7.978,.023,.575,.013,6061,0.575,2.21,2015ApJS..219...19L,
WDJ092430.85+312033.52,700531568527365376,26.18565784987488,0.16410224,141.1275265907068,0.13625784,31.340986296,0.100397974,15.06480844,1.1962795,DC,H,4802,94,7.999,.080,.578,.049,4935,0.681,8.14,2015ApJS..219...19L,
WDJ092449.05-491529.60,5314177402013456256,44.3077163968993,0.03649356,141.19944576930564,0.03140913,-49.255716231,0.032100916,14.59065184,0.8944702,DC,H,5550,33,8.169,.019,.691,.012,5581,0.714,4.95,2023MNRAS.518.3055O,
WDJ092542.84+612012.85,1039163458912998272,36.418482444452685,0.022966078,141.42925684440817,0.015312217,61.337119387,0.015305226,12.73086022,0.36541176,DA,H,8009,63,7.847,.022,.508,.012,8009,0.508,0.91,2020MNRAS.497..130T,
WDJ092840.23+184114.96,633911196927706880,27.41425491280917,0.06906222,142.16834589106065,0.057312135,18.686386696,0.049282137,13.71637323,0.41931725,DA,H,7634,91,8.400,.028,.850,.019,7634,0.850,2.81,2015ApJS..219...19L,
WDJ092907.98-713358.99,5219215228420645248,39.14007615627874,0.019106898,142.27912537923171,0.018316204,-71.564857004,0.018393654,12.99834333,0.30828476,DA,H,8440,71,8.170,.020,.701,.013,8440,0.701,1.25,2011ApJ...743..138G,
WDJ092943.17-173250.68,5681903877597244032,30.082279977782214,0.23931824,142.43136651413647,0.18185578,-17.548790593,0.17861263,13.30997074,0.44529533,DA,H,7451,79,8.072,.038,.636,.023,7451,0.636,1.49,2011ApJ...743..138G,Gaia non-single-star: period 238 days
WDJ093011.42-295943.38,5633102260158519936,30.53195417737113,0.0731876,142.54827449404186,0.050398212,-29.995038441,0.05059792,14.67169601,1.061346,DA,H,5102,59,7.928,.046,.538,.027,5205,0.606,5.11,2023MNRAS.518.3055O,
WDJ093341.05+291123.32,696261653777188864,33.9640815204423,0.04848242,143.4202338763156,0.036359966,29.189022516,0.026251864,13.56863637,0.33107185,DA,H,8278,77,8.477,.020,.902,.013,8278,0.902,2.59,2015ApJS..219...19L,
WDJ093659.79-372130.80,5436014972680358784,38.09532101907259,0.02104008,144.2472834660978,0.012308924,-37.35780984,0.015885115,12.68411719,0.15679932,DQ,He,9232,89,8.089,.022,.633,.014,9232,0.633,0.92,2005ApJ...627..404D,
WDJ093659.94-372126.91,5436014972680358272,38.14894139466596,0.02345998,144.24786563535795,0.013783656,-37.356669138,0.017585604,13.04686246,0.37368107,DA,H,7911,63,8.049,.020,.624,.012,7911,0.624,1.23,2011ApJ...743..138G,
WDJ093736.24-385223.21,5432789383518999168,28.989308532262484,0.050446767,144.39855088975662,0.03616222,-38.871381045,0.03884212,14.27462528,0.8622322,DA,H,5657,45,7.999,.028,.585,.017,5679,0.599,2.86,2023MNRAS.518.3055O,
WDJ093931.74+495148.29,826275295988399232,29.280170479054306,0.07986873,144.87954814477422,0.053731065,49.863352983,0.055717956,14.56900901,0.7583065,DA,H,5997,59,8.369,.028,.826,.019,5985,0.817,4.97,2015ApJS..219...19L,
WDJ093948.69-145836.69,5688717241916173568,28.158351931554613,0.14925815,144.95040824947756,0.11677755,-14.976977665,0.12425195,15.45764216,1.4679203,DC,H,4128,121,7.793,.086,.468,.038,4349,0.640,9.57,2020MNRAS.497..130T,
WDJ094052.75-423225.46,5425208663166556288,26.71251588443601,0.06529268,145.22014550761932,0.045139402,-42.540073547,0.05396524,14.33756297,0.76174545,DC,He,5857,55,8.136,.031,.656,.020,5856,0.655,4.05,2023MNRAS.518.3055O,
WDJ094240.23-463717.68,5410698683096655360,48.834293624743665,0.025127925,145.66808539065448,0.020503987,-46.621755561,0.021447605,14.04104255,0.75430393,DAH,H,5974,30,8.008,.016,.592,.010,5960,0.584,2.36,2023MNRAS.518.3055O,
WDJ094346.61-070348.73,3820383996887145088,34.77579321692736,0.04819578,145.94399301668562,0.039135773,-7.065455075,0.035742808,13.96984122,0.75508595,DA,H,5990,40,7.954,.022,.560,.013,5974,0.551,2.15,2011ApJ...743..138G,
WDJ094639.07+435452.24,820105214691139584,31.2216410211288,0.020063758,146.66279111984443,0.01523052,43.915784877,0.012307904,10.81302663,-0.1152153,DA,H,13821,201,7.575,.016,.423,.005,13821,0.423,0.15,2015ApJS..219...19L,Double degenerate candidate
WDJ094806.16+202315.28,639665392247496576,26.87858435928395,0.119648665,147.02475799718883,0.09937039,20.387622889,0.07763833,14.95017096,1.1438274,DC,H,4909,59,7.996,.050,.577,.031,5030,0.667,7.44,2015ApJS..219...19L,
WDJ094846.64+242125.88,643183348419998336,27.62382600470135,0.04945617,147.1939921992814,0.03776382,24.356707906,0.033247363,11.46076415,-0.22042751,DA,H,17920,327,8.297,.022,.800,.014,17920,0.800,0.20,2023MNRAS.520.6111H,Double degenerate from 2020A&A...638A.131N (ESO SPY)
WDJ095017.14+531514.83,1020653077580086784,36.22795888438665,0.025312496,147.56947299601484,0.017046899,53.25396386,0.015866034,12.90645533,0.2484951,DQ,He,8396,72,8.018,.022,.588,.013,8396,0.588,1.06,2001ApJS..133..413B,
WDJ095021.80+150909.69,616396182856185728,25.501698022112244,0.14761445,147.59053147928725,0.10453409,15.151317035,0.09939652,14.44100249,0.9414902,DC,He,5320,67,7.903,.054,.512,.031,5395,0.557,4.35,2015ApJS..219...19L,
WDJ095447.49+670208.00,1066726497434084864,39.214403155316624,0.044228546,148.69513750597324,0.028137522,67.034868199,0.03615943,14.51903805,0.8288326,DA,H,5761,36,8.227,.019,.730,.013,5769,0.736,4.64,2020MNRAS.497..130T,
WDJ095522.89-711808.37,5242316444456199808,32.728082288570334,0.018152695,148.84355142017552,0.016377132,-71.302790173,0.016468488,11.11244379,-0.13014317,DA,H,14275,208,7.798,.020,.502,.010,14275,0.502,0.17,2011ApJ...743..138G,
WDJ095748.35+243255.54,642685200933153408,36.28237590070732,0.033823702,149.45013366797335,0.027369536,24.547367769,0.022554332,12.81663759,0.30788517,DA,H,8488,74,8.055,.022,.629,.013,8488,0.629,1.04,2015ApJS..219...19L,
