Paper data sigma_1 z2:300.0 z1:1200.0 data:fromPaper,4.089269963112245,1.1628027792252036,"(4.167487331669628, 3.6980888121787445, 6.298694622873808, 2.4517834632082627, 4.62124525856372, 3.359455451040613, 3.212456730373491, 4.822156275879234, 4.318961188076977, 3.5924076825839086, 3.6355784099710124, 4.252445015187457, 5.793419888282178, 2.682432399637683, 5.72317043615873, 2.6869213067720423, 5.180437140414976, 2.988503253781505, 2.8488812081900226, 5.45087338740091)"
Paper data sigma_2 z2:300.0 z1:1200.0 data:fromPaper,7.08513892924913,0.6930632782558069,"(8.513741271009575, 5.82518064611583, 6.928921085912977, 7.170274752728128, 7.0303393219893655, 7.08296128435122, 6.498173492812321, 7.66578674125151, 6.9339350593006355, 7.182465429070208, 7.0019170600282115, 7.1024197220523675, 7.142795524675864, 6.982502388108717, 8.317156934513562, 5.957810378936828, 6.244387325833759, 7.971003307852614, 6.602377135695043, 7.548629722743862)"
Paper data sigma_3 z2:300.0 z1:1200.0 data:fromPaper,9.056581663992205,1.144305393953996,"(8.192243722325612, 9.834649824968576, 7.864422997949278, 10.266783580366134, 10.676914327864417, 7.578755911468659, 8.2315882861234, 9.8278534634608, 9.116581938146327, 8.873762949563867, 8.877447220765584, 9.102929593211885, 9.690791842971608, 8.35301227664253, 11.887646482548329, 6.7633507518653575, 8.770948513234664, 9.21827964087076, 8.685619693544501, 9.31805026195185)"
Paper data sigma_4 z2:300.0 z1:1200.0 data:fromPaper,40.01888064060184,1.43979075279534,"(39.643443301871905, 40.34642916843031, 39.91119036646481, 40.07629211842163, 41.08115789832338, 38.93709882597423, 41.80577873682188, 38.261591329823, 40.304413946919034, 39.68779308257334, 38.68373238141055, 41.34912719700114, 40.37411508652737, 39.61961205411789, 37.956323311339595, 42.138926185962994, 39.956068589294894, 40.03301728121502, 37.12689590663941, 43.08460604290444)"
Paper data sigma_5 z2:300.0 z1:1200.0 data:fromPaper,19.995534894892145,1.8446783915541776,"(21.4944367735083, 18.447545388481092, 17.64936462142784, 22.469102232288407, 17.651275463593965, 22.471396431168248, 20.49814793942976, 19.349217844812877, 23.636675654346615, 16.781127108668894, 19.385002447390992, 20.459246694184312, 17.68884802610292, 22.42535905168243, 19.597104498055515, 20.231344715677892, 19.95826366781918, 19.872879382472114, 20.395261333629904, 19.449098623101715)"
Paper data sigma_6 z2:300.0 z1:1200.0 data:fromPaper,7.674227585225693,2.5399048292069666,"(8.709826326829054, 6.0781466165245135, 12.39614727771996, 4.274659674885722, 6.424696744320032, 8.264843493741145, 4.731006903622063, 11.218711416791722, 7.15331101199869, 7.421615756179256, 12.02453308513723, 4.405453823525339, 8.376456071759534, 6.34135047426423, 4.9108036682446246, 10.769906797723428, 9.064403781151025, 5.854517936110454, 9.435057077396818, 5.629103766589019)"
Paper data sigma_7 z2:300.0 z1:1200.0 data:fromPaper,10.591102328740803,2.372429497158412,"(12.327090189818216, 8.678883055551164, 11.462721541581674, 9.33747660141128, 11.077783574659353, 9.670282438931629, 9.359913315753817, 11.443038004246558, 11.005035536252837, 9.733769836263688, 13.033441151501613, 8.214732901142163, 8.287461012659508, 12.929106225557767, 11.037513035310404, 9.689670126958466, 16.830427693933334, 6.361452788312735, 8.075283966832544, 13.266963578137283)"
Paper data sigma_8 z2:300.0 z1:1200.0 data:fromPaper,13.977952394574622,1.4335546783683464,"(14.499256298956032, 13.329428029546484, 13.431970057462198, 14.394803695601366, 11.391164364159518, 16.988351896738987, 14.682466552727755, 13.178978773132297, 12.539612747858685, 15.434925037114633, 15.157659126033781, 12.761645803611078, 15.826757608773308, 12.232209616066179, 15.959560164470023, 12.104034876806297, 13.951913773588137, 13.868177178278117, 13.859504568044995, 13.966627722522501)"
Paper data sigma_9 z2:300.0 z1:1200.0 data:fromPaper,18.099529938446306,2.4938316807262275,"(16.720767604495435, 19.225826211901943, 16.895754363059357, 19.03638745093418, 15.410760212236292, 20.883843408573348, 17.215945042697008, 18.692598795690074, 15.870791384145312, 20.285367475343715, 15.731034806632334, 20.454066296101512, 16.823257301290447, 19.140242740775967, 17.63784434093559, 18.21995799679826, 13.617941244717048, 23.634389023893878, 14.933834369712793, 21.55998869899161)"
Paper data sigma_10 z2:300.0 z1:1200.0 data:fromPaper,18.61403385102073,1.4654518867224864,"(18.27153948185721, 18.798549738949575, 19.896916517184437, 17.288921415956484, 19.763543315627064, 17.450764207528362, 16.989306538457335, 20.281472100998794, 20.257167959669513, 17.030646870707688, 20.73220635217629, 16.612693384481222, 17.66139338328052, 19.548091573248346, 18.455487471274758, 18.587809258162114, 17.08054714687924, 20.18143124386884, 20.797177560147283, 16.595011499959444)"
Paper data sigma_11 z2:300.0 z1:1200.0 data:fromPaper,18.754641537630818,1.3096463668242069,"(17.912881700649752, 19.431580218845816, 19.08869494679346, 18.294296635155085, 20.62157658839898, 17.021473353295136, 20.867755130185365, 16.796307377733168, 17.099222333565177, 20.547409582869495, 19.618864572237005, 17.8393462050906, 17.890867085440256, 19.659535151261046, 19.12898538221235, 18.154360000729135, 17.021016868310912, 20.590956616566565, 19.157798404886723, 18.34990259839025)"
Paper data sigma_12 z2:300.0 z1:1200.0 data:fromPaper,20.780264780102026,5.304885571424171,"(13.994727051591703, 28.53929847804914, 21.85745580627363, 18.486838750813302, 14.649341393854568, 27.937175923109297, 17.95013392724086, 22.701149960531552, 12.108391627471454, 33.90435843845574, 15.888080925669982, 25.575952153977582, 22.029127752673602, 18.68584240989449, 23.1839143927732, 17.142995434164444, 19.58147426266841, 20.856111276169756, 20.59770314716421, 19.93522248949345)"
Paper data sigma_13 z2:300.0 z1:1200.0 data:fromPaper,20.42880571191327,5.731396876412499,"(24.16870768397068, 15.96432798059593, 15.174752928586521, 25.4863884806649, 33.80659207925044, 11.491914600888641, 27.819550622500728, 13.942931516434385, 21.059847235210384, 18.452915961638194, 16.57995318831793, 23.369711871295245, 14.33681991748641, 27.129729188212632, 25.353478724961146, 15.15511848243504, 22.909169022651174, 16.931902146406927, 20.093913338593044, 19.348389268165096)"
Paper data sigma_14 z2:300.0 z1:1200.0 data:fromPaper,37.53593565858897,5.5376234674695635,"(35.70842686556052, 38.438472346379214, 44.10238103348788, 31.22002079105048, 33.65011506142346, 41.09833700743919, 35.98762424683001, 38.3709547929368, 30.66288619281288, 45.16535490528858, 32.941661894536516, 41.89199592298899, 40.7291767848675, 34.02891454766062, 44.00245233318512, 31.122984272793605, 39.82889463422729, 34.702944400548475, 28.57377291679943, 48.49134222096282)"
Paper data sigma_15 z2:300.0 z1:1200.0 data:fromPaper,100.28861602660098,12.211035962779611,"(106.85045852834843, 92.7935774971383, 99.98713434765443, 99.17448228968546, 121.46169521615715, 81.6585832631518, 113.9444986982981, 87.03830863567272, 121.21072213266844, 81.82937245458616, 97.17592710146033, 102.05404791635256, 97.83733978572909, 101.38295076743489, 95.31852260034245, 104.00996502273347, 89.1654905959753, 111.22907903836003, 116.5420831244388, 85.10808151583156)"
Paper data asigma_1 z2:300.0 z1:1200.0 data:fromPaper,4.026123808471456,0.7045960009053026,"(3.6721468275614106, 4.271969529964491, 4.938775517074504, 3.195510677409915, 4.3277084744713745, 3.638262874902337, 3.908997446308608, 4.0119213803325655, 3.277104994453929, 4.831737725527213, 3.8162336557382828, 4.131057063115778, 3.849715136198602, 4.094031275633192, 4.571837128045881, 3.44196085475459, 3.5956031516917153, 4.378773592743866, 5.879176052831149, 2.68995281066971)"
Paper data asigma_2 z2:300.0 z1:1200.0 data:fromPaper,7.033423357915281,0.7234218546312592,"(7.536956281193271, 6.482305682538898, 7.918520034950667, 6.190778799041203, 6.960603496277165, 7.0336171838823605, 6.312941163833347, 7.724636093731719, 6.399031423938522, 7.678065424923858, 5.949554930727216, 8.234859201135984, 6.136057446069219, 7.983337272838539, 7.28389828958402, 6.72445559393382, 6.787939243273464, 7.211655277252679, 7.924240198696217, 6.195014120483419)"
Paper data asigma_3 z2:300.0 z1:1200.0 data:fromPaper,9.10214982644387,1.0883150220781377,"(7.314257133897293, 11.157650021703994, 8.437640577746164, 9.692636089742813, 9.230490490086542, 8.850271761471207, 8.346635534103237, 9.772574436100127, 8.605752530440187, 9.516775520370262, 11.294026921557645, 7.237430115462037, 9.272508501737667, 8.815696003799655, 8.604894094183635, 9.502780618239093, 7.790451188557045, 10.488742902964937, 9.459586618058236, 8.652195468655634)"
Paper data asigma_4 z2:300.0 z1:1200.0 data:fromPaper,40.01622102191767,1.395373835075014,"(38.37188733546125, 41.6811768020859, 38.22548549933168, 41.84328304947762, 40.588410171365084, 39.40642635188038, 39.67850903722435, 40.30838869710882, 41.90171473172256, 38.173606832853515, 38.155708789812856, 41.919388664914884, 41.14602911678997, 38.87277425275837, 40.74887003250178, 39.24987554051052, 41.699545632314575, 38.35624599518929, 39.38893799901651, 40.608155906033375)"
