z,vz_mean,vz_vars,evz_means,evz_vars
-570.0,-7.924738,458.6929351163612,69.15056180762747,98.92426248484414
-550.0,-7.924738,601.4031652423985,61.063239752808954,86.80506983604793
-530.0,-7.924738,451.8335818355629,34.65405380533799,49.153013797497444
-510.0,-7.924738,589.4981300469435,30.898097550206817,43.75665524060158
-490.0,-7.924738,581.1108416370945,25.123612539666997,35.56340596316697
-470.0,-7.924738,560.4993948679901,19.236289433027796,27.220256904754024
-450.0,-7.924738,548.3527622081824,16.348720692630316,23.130865201047058
-430.0,-7.924738,527.0453759236249,13.831354075666015,19.567227706389076
-410.0,-7.924738,539.3221287543938,12.194494855770305,17.25003009194665
-390.0,-7.924738,563.778091580846,11.413353850890257,16.14422839064372
-370.0,-7.924738,605.462637043469,11.087497337170115,15.682718891356648
-350.0,-7.924738,531.3283816083008,9.04987067856024,12.800306717489566
-330.0,-7.924738,567.2436907174963,8.999334436597985,12.72858279895655
-310.0,-7.924738,544.3049977167249,7.908436458861863,11.185398801234298
-290.0,-7.924738,538.0079510999059,7.399187603931181,10.465021200526824
-270.0,-7.924738,514.591558745928,6.774461067957822,9.581365030317404
-250.0,-7.924738,525.2850393401318,6.685158665336206,9.45500779381999
-230.0,-7.924738,500.4215273624401,6.1983886820217045,8.766517850030407
-210.0,-7.924738,494.34255093968176,5.842949695497278,8.263755962968403
-190.0,-7.924738,483.91445083339295,5.671954413345323,8.021905906208563
-170.0,-7.924738,460.824182297021,5.209131720604842,7.367295436053889
-150.0,-7.924738,451.4359684907443,4.951277512039104,7.002585004052009
-130.0,-7.924738,417.92586537135924,4.396784418232199,6.21833628948103
-110.0,-7.924738,396.0192969826833,4.044383554731488,5.719920367693826
-90.0,-7.924738,390.43864216387,3.844494378567104,5.437199680489282
-70.0,-7.924738,366.7354943601449,3.5131724595876013,4.968604124902316
-50.0,-7.924738,363.6271667185273,3.3995726706131455,4.807931900162329
-30.0,-7.924738,348.22794837329957,3.2271007610934404,4.564005648696012
-10.0,-7.924738,334.499390784335,3.01167532527031,4.259324731960316
10.0,-7.924738,334.14016064445246,3.0280184989282017,4.282440673279022
30.0,-7.924738,342.8836309095684,3.118412784033503,4.410284049910866
50.0,-7.924738,340.2440171777656,3.137789240101561,4.437692812741492
70.0,-7.924738,360.3002391597071,3.350217141766512,4.738127353199695
90.0,-7.924738,376.25241600256544,3.6069896169582654,5.1012880536757494
110.0,-7.924738,372.94315155534696,3.6843888618844542,5.210766986725951
130.0,-7.924738,382.7220895357041,3.949157795979859,5.5852498637560375
150.0,-7.924738,406.44846255403337,4.3173286554570085,6.105969211505803
170.0,-7.924738,441.25266321346606,4.841919014842626,6.847919828045117
190.0,-7.924738,440.2922997522124,4.979586227778756,7.042648805168155
210.0,-7.924738,443.6784197620038,5.212896287937705,7.372657527491337
230.0,-7.924738,477.96698087359533,5.75571483892752,8.1404002339974
250.0,-7.924738,454.8513272744448,5.7192515876690715,8.088882624543285
270.0,-7.924738,517.6944889222545,6.772602687356338,9.5787262834599
290.0,-7.924738,524.8963149860707,7.134351625597914,10.090428925848325
310.0,-7.924738,557.6743983400564,8.026792902624623,11.352775412127338
330.0,-7.924738,568.3307652901444,8.826459185856754,12.484003927154609
350.0,-7.924738,674.3289944062918,11.380370963337404,16.096567429679972
370.0,-7.924738,594.3569468033352,11.147023410882007,15.767044890646478
390.0,-7.924738,649.8886752017647,13.492579220910477,19.085502223728817
410.0,-7.924738,595.4896345943282,13.4851847464463,19.07582302344629
430.0,-7.924738,697.2662193781068,18.039451424252828,25.520179181579632
450.0,-7.924738,748.7232063883611,20.984909098818566,29.688806304513154
470.0,-7.924738,775.4529478708793,24.94978962726456,35.30260817212642
490.0,-7.924738,867.0204405491559,32.81720765012411,46.44382127541823
510.0,-7.924738,700.2233681676323,32.06102558051882,45.388739456449734
530.0,-7.924738,637.6287334285688,33.98572568397286,48.131491411458335
550.0,-7.924738,630.8140088902162,44.0579614804787,62.459894097791356
570.0,-7.924738,687.7746340760968,61.030129855871024,86.65145903922868
590.0,-7.924738,599.3322874776366,78.02641782235956,111.29321180358579
