z,vz_mean,vz_vars,evz_means,evz_vars
-450.0,-7.924738,538.009328839516,69.45670568998916,99.05554646443416
-430.0,-7.924738,425.80917402616143,43.91886289424908,62.44368692056194
-410.0,-7.924738,451.506729800917,32.33306849393399,45.84356266353822
-390.0,-7.924738,670.2371218962045,35.92848098492639,50.88370645425518
-370.0,-7.924738,582.98995330239,22.4559339554021,31.78107156954493
-350.0,-7.924738,479.1258593150255,15.016742099577641,21.24731871865894
-330.0,-7.924738,591.3975951142572,15.300451811646392,21.64535176870066
-310.0,-7.924738,563.9836337845574,12.435102102745448,17.590166247525833
-290.0,-7.924738,534.4510390167859,10.704016908656069,15.140802851899826
-270.0,-7.924738,520.8642560539176,9.731106870216848,13.764265663014495
-250.0,-7.924738,560.7761002180762,10.117632263000464,14.310822190405917
-230.0,-7.924738,529.2999591659143,9.361178841713762,13.240777052512515
-210.0,-7.924738,487.47761437676587,8.17703704695791,11.565703945300127
-190.0,-7.924738,497.54841621003607,8.199614901880484,11.59758160986864
-170.0,-7.924738,476.15941636162125,7.568581332924114,10.70494277154941
-150.0,-7.924738,449.63652822998637,6.920761925787632,9.788594957454176
-130.0,-7.924738,401.63917381247927,5.9634769107668495,8.43455971277104
-110.0,-7.924738,412.7822426371416,5.929041584531986,8.385796115487633
-90.0,-7.924738,398.54005053487276,5.501423247814057,7.780928727971293
-70.0,-7.924738,374.56065228068246,5.061630436225439,7.158880100089896
-50.0,-7.924738,362.8471943579042,4.778029135120185,6.757739527007627
-30.0,-7.924738,351.3388989988867,4.590802653443056,6.492929686343433
-10.0,-7.924738,344.6222898534659,4.3760017080322795,6.189099944589999
10.0,-7.924738,331.73841099068204,4.241568839067423,5.998974550659307
30.0,-7.924738,347.0806939996083,4.454514128437538,6.300153188358787
50.0,-7.924738,333.7527668986494,4.337745035770941,6.135016041726101
70.0,-7.924738,352.73015499649455,4.627586261008267,6.544958525050361
90.0,-7.924738,387.04633740382235,5.243298203443313,7.4158239377769934
110.0,-7.924738,385.85903682685023,5.392543975483949,7.626953681889925
130.0,-7.924738,394.4034875197424,5.680311870945123,8.034007359996082
150.0,-7.924738,416.2191581964855,6.200496587679053,8.76979954641256
170.0,-7.924738,442.5837973005945,6.7937228060026555,9.60890705579894
190.0,-7.924738,448.14250954988995,7.190788765171201,10.170620377316041
210.0,-7.924738,449.88466275470194,7.388075500154615,10.449725745615112
230.0,-7.924738,501.8835579356839,8.454443346229425,11.958085226559259
250.0,-7.924738,467.8769594284168,8.157060997858872,11.537579857125595
270.0,-7.924738,527.3212397127362,9.622714446423538,13.610839672740742
290.0,-7.924738,556.4447887757811,10.797122883371797,15.2723129458565
310.0,-7.924738,584.2835025347977,11.949062588844575,16.90206125763252
330.0,-7.924738,578.3104541884944,13.463651385516975,19.045640508222377
350.0,-7.924738,839.7455826697283,22.167758293171524,31.360873463568225
370.0,-7.924738,573.2996645362441,18.220659418745225,25.78092762559834
390.0,-7.924738,595.7141135484359,23.56608611621647,33.353587084647465
410.0,-7.924738,537.5924331464958,29.027262955423353,41.110720857854744
430.0,-7.924738,928.1843080607464,70.98002806696523,100.67572344385515
450.0,-7.924738,815.7681401123841,75.09754438775839,106.65686320513693
470.0,-7.924738,875.5914653787788,105.40882551424303,150.16269747531658
