n:f42it50 dfo z2:216.0 z1:1368.0 data:neg,"[0.99980102 0.99958677 1.00009125 0.99887826 1.00282642 1.00042136
 1.00140841 1.00069812 1.0033787  0.99633879 0.99008168 0.99747241
 1.00112223 1.00079385 0.99716427 0.99180377 1.00669238 1.01117801
 1.0152055  0.99037443 0.99575369 0.99333577 1.00989723 1.00041497
 0.98376789 1.00713293 0.9825816  1.03551998 0.98442943 1.01269803
 0.97350264 1.01567778]","[0.00253748 0.00288052 0.00310217 0.00362539 0.00360008 0.00459127
 0.00515334 0.00623302 0.00741251 0.00797378 0.00862628 0.01006365
 0.01024072 0.01178026 0.01327715 0.01333601 0.0149764  0.01685079
 0.01788024 0.01710969 0.01915132 0.02200979 0.02229771 0.02189797
 0.02499184 0.026422   0.02676309 0.02794867 0.03201952 0.03250022
 0.03229402 0.03659715]","[12255.35811189 11102.56285495 10134.55132445  9272.17339068
  8565.97692952  7851.29119372  7130.6721839   6357.75692316
  5600.55518268  4819.7210149   4135.06495339  3629.38029201
  3215.35603689  2871.81571885  2585.42429401  2344.71190675
  2179.66133003  1997.76264177  1811.74594141  1580.40091771
  1414.50722384  1256.98776016  1141.97158912  1015.35525108
   901.41156524   839.02093388   748.8645418    725.38503731
   635.71158486   604.28488405   538.15777569   521.19077815]","[82.43554873 62.13887857 62.14276382 59.45417137 54.77207717 59.2424539
 57.88718459 53.71952214 56.08238613 48.66656246 46.29777253 44.65944361
 38.89555004 39.83031332 36.53173845 33.55320749 34.03955976 36.26578151
 30.8052282  29.54251909 26.58366237 28.9519107  25.60452047 23.2345238
 23.46565425 22.6770992  19.98212222 18.55057008 19.51408571 18.30164652
 18.14106563 19.21761973]"
n:f42it50 dfo z2:216.0 z1:1368.0 data:pos,"[1.00000912 0.99966962 1.00102713 1.00004201 0.99705075 0.99948363
 1.00212043 0.99988116 1.00376731 0.99964176 1.0013286  0.99897316
 1.00167053 1.00073563 0.99960811 0.9994     0.9925996  1.00837253
 0.99655606 0.99531054 0.98074671 1.01372563 1.00172683 1.01205717
 0.99746786 1.01610641 0.99341763 1.00704639 0.98323342 0.97232122
 0.98591046 1.02828166]","[0.00217425 0.00264587 0.00300406 0.0035965  0.00372962 0.00483261
 0.00522968 0.00661947 0.00775593 0.00798826 0.00812768 0.00951535
 0.00959087 0.01111751 0.0127446  0.01298466 0.01436498 0.01654928
 0.01748398 0.01725191 0.01889491 0.02168242 0.02154919 0.02196529
 0.02460613 0.02591093 0.02642123 0.02642665 0.03246916 0.03159592
 0.03333942 0.0369233 ]","[12457.47863911 10831.53727523  9438.14539525  8229.1453175
  7199.22757586  6401.73704426  5739.36017256  5182.94330133
  4792.65389535  4437.82634151  4132.10945258  3805.85093451
  3481.07574873  3133.03807328  2792.60650794  2478.78518533
  2184.8205783   1974.68740387  1743.51369812  1566.40667808
  1399.85626984  1320.8521364   1192.40490748  1095.47213497
   975.39847126   892.38923519   780.45286292   707.87950944
   622.12044415   559.60280353   522.24972713   506.71721042]","[86.83755859 59.02199325 57.43320907 53.21327816 50.28869169 51.70224908
 50.653677   48.26608004 50.69245504 46.36825102 44.68826664 44.45610122
 41.11045705 41.83099655 37.72479845 34.97986691 33.78233991 36.15679394
 30.17180613 29.6147305  26.37684144 29.75064515 26.28676703 24.57976571
 24.47101541 23.77402668 20.5054226  18.2818589  19.65932894 17.55940238
 17.93857155 19.44562761]"
